,Derived Word,Lemma
10050,गोलमेज़,गोलमेज
10051,गोलमेज़,गोलमेज
10052,गोलमेज_सम्मेलन_,गोलमेज
10053,राशिदा,राशिद
10054,वाशिद,राशिद
10055,बासुगी,बासु
10056,बासुतीः,बासु
10057,श्राबणी,बासु
10058,बासुकणी,बासु
10059,बिपासा,बासु
10060,महकमें,महकमा
10061,महकमेे,महकमा
10062,महकमो,महकमा
10063,महकमाशासक,महकमा
10064,डेसीबल,ईकाई
10065,ईकाईयो,ईकाई
10066,वर्गकर्ता,ईकाई
10067,ईकाईयाँ,ईकाई
10068,स्टैंडिग,स्टैंडिंग
10069,आउट्स्टैंडिंग,स्टैंडिंग
10070,ओवेशन,स्टैंडिंग
10071,अन्डरस्टैंडिंग,स्टैंडिंग
10072,स्‍टैंडिंग,स्टैंडिंग
10073,कायदों,नियम
10074,नियमा,नियम
10075,नियमां,नियम
10076,नियमाः,नियम
10077,भीखाली,खाली
10078,लिएखाली,खाली
10079,खालीचलो,खाली
10080,अवकाशसुख,अवकाशकालीन
10081,अवकाशो,अवकाशकालीन
10082,अवकाशभोगी,अवकाशकालीन
10083,अवकाशऔर,अवकाशकालीन
10084,अवकाशमुक्त,अवकाशकालीन
10085,कुडेन,हीरा
10086,बोलहीरा,हीरा
10087,जैकेटें,जैकेट
10088,जैकेस,जैकेट
10089,जैकेटटीवी,जैकेट
10090,जैकेटयुक्त,जैकेट
10091,नराजगी,नाराजगी
10092,नाराज़गी,नाराजगी
10093,नारजगी,नाराजगी
10094,नाराजगीबैक,नाराजगी
10095,कॉरनॉय,मार्टिन
10096,एवन्स,मार्टिन
10097,लॉकहेड,मार्टिन
10098,वरकर्क,मार्टिन
10099,ईविनिंग,विनिंग
10100,विनिंग्,विनिंग
10101,विनिंगहम,विनिंग
10102,मिनिंग,विनिंग
10103,फिनिंग,विनिंग
10104,लीतुल,गोगई
10105,लितुल,गोगई
10106,गगोई,गोगई
10107,गोहाँइ,गोगई
10108,सुषील,गोगई
10109,द्घृणा,घृणा
10110,हैघृणा,घृणा
10111,चुसण,घृणा
10112,घृणापद,घृणा
10113,एमजीयू,एमजी
10114,एलटीएमजी,एमजी
10115,एचएमजी,एमजी
10116,एमजीएफ,एमजी
10117,जेएमजी,एमजी
10118,एगलास,इगलास
10119,इगला,इगलास
10120,गभाना,इगलास
10121,कोइलअ,इगलास
10122,कोइलाडाड़,इगलास
10123,क्लिफटॉन,क्लिफटन
10124,क्लिफे,क्लिफटन
10125,क्लिफ्टॉन,क्लिफटन
10126,क्लिफ्स,क्लिफटन
10127,क्लिफौर्ड,क्लिफटन
10128,वटकर्पर,हर्पर
10129,घटखर्पर,हर्पर
10130,वर्पर,हर्पर
10131,हर्पिज,हर्पर
10132,हर्पस,हर्पर
10133,जनसंहारी,जनसंहारक
10134,जनसंहारों,जनसंहारक
10135,जनसंहा,जनसंहारक
10136,महासंहारक,जनसंहारक
10137,इलाकासँ,इलाका
10138,इलाकाक,इलाका
10139,इलाकां,इलाका
10140,इमप्रैक्टिकल,प्रैक्टिकल
10141,प्रेक्टिकल,प्रैक्टिकल
10142,प्रक्टिकल,प्रैक्टिकल
10143,प्रैक्टिकली,प्रैक्टिकल
10144,इम्प्रैक्टिकल,प्रैक्टिकल
10145,अनूपपुर,शहडोल
10146,डिंडौरी,शहडोल
10147,डिंडोरी,शहडोल
10148,अनुपपूर,शहडोल
10149,तिरहुतक,तिरहुत
10150,तिरहुती,तिरहुत
10151,तिरहर,तिरहुत
10152,तिरह,तिरहुत
10153,तिरहुता,तिरहुत
10154,आर्चविशप,आर्च
10155,आर्चड,आर्च
10156,आर्चवे,आर्च
10157,आर्च्ड,आर्च
10158,आर्चडुके,आर्च
10159,दमकीला,चमकीला
10160,गमकीला,चमकीला
10161,धमकीला,चमकीला
10162,भडकीला,चमकीला
10163,महकीला,चमकीला
10164,गैरइस्लामिक,इस्लामिक
10165,है.इस्लामिक,इस्लामिक
10166,ईस्लामिक,इस्लामिक
10167,गई.इस्लामिक,इस्लामिक
10168,गुरिल्लाओं,गुरिल्ला
10169,गुरिल्ले,गुरिल्ला
10170,गुरिल्लों,गुरिल्ला
10171,गुरिला,गुरिल्ला
10172,गुरिल्लास,गुरिल्ला
10173,गावोँ,गावो
10174,गावों,गावो
10175,भगावो,गावो
10176,चुनले,गावो
10177,ईलाको,गावो
10178,सनफार्मा,फार्मा
10179,डी.फार्मा,फार्मा
10180,बी.फार्मा,फार्मा
10181,डीफार्मा,फार्मा
10182,एमफार्मा,फार्मा
10183,लेहरुदास,गुरुदास
10184,पांसकुड़ागुरुदास,गुरुदास
10185,गुरूदास,गुरुदास
10186,प्रभुदास,गुरुदास
10187,मुरगुदास,गुरुदास
10188,काँडी़,पारछू
10189,कूँचा,पारछू
10190,आलात,पारछू
10191,मनुआँ,पारछू
10192,मैलखोरा,पारछू
10193,ऊर्जाविद्युत,विद्युत
10194,विद्युतताप,विद्युत
10195,विद्युती,विद्युत
10196,धुर्उपयोग,उपयोग
10197,काउपयोग,उपयोग
10198,पुन:उपयोग,उपयोग
10199,किकमरा,कमरा
10200,कमरावहां,कमरा
10201,कमराजो,कमरा
10202,कमरामे,कमरा
10203,अंसारुल,अंसारी
10204,अंसारीमई,अंसारी
10205,अंसारीसपा,अंसारी
10206,एसवीसीडी,वीसीडी
10207,जीसीडी,वीसीडी
10208,टीसीडी,वीसीडी
10209,उपलव्‍ध,वीसीडी
